DATAFLOW,LAST UPDATE,freq,crops,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LT,2018,154506,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LT,2019,249596,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LT,2020,292362,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LT,2021,186430,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LU,2012,2116,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LU,2013,2429,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LU,2014,2294,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LU,2015,2788,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LU,2016,1943,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LU,2017,3050,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LU,2018,3340,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LU,2019,3208,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LU,2020,3432,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LU,2021,2952,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LV,2012,47255,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LV,2013,46331,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LV,2014,51371,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LV,2015,56986,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LV,2016,58074,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LV,2017,68115,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LV,2019,105801,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,LV,2020,113593,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,ME,2021,25,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,MK,2021,2662,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,MT,2014,0,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,MT,2015,5,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,MT,2016,0,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,MT,2017,2,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,MT,2018,2,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,MT,2019,4,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,MT,2020,4,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,MT,2021,6,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,NL,2015,20157,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,NL,2016,16198,e
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,NL,2017,12746,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,NL,2018,16253,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,NL,2019,16853,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,NL,2020,19591,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,NL,2021,19887,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,PL,2012,102455,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,PL,2013,117501,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,PL,2014,131863,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,PL,2015,135237,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,PL,2016,151311,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,PL,2017,175963,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,PL,2018,195921,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,PL,2019,271901,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,PL,2020,315269,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,RO,2013,153989,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,RO,2014,290081,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,RO,2015,254867,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,RO,2016,192439,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,RO,2017,198044,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,RO,2018,240534,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,RO,2019,313039,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,RO,2020,229794,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,RO,2021,403904,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,RS,2013,16441,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,RS,2014,20683,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,RS,2015,17582,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,RS,2016,8373,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,RS,2017,19914,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,RS,2018,22404,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,RS,2019,115214,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,RS,2020,23587,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SE,2012,194000,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SE,2013,235600,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SE,2014,253000,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SE,2015,271200,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SE,2016,280000,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SE,2017,323200,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SE,2018,198500,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SE,2019,403300,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SE,2020,421200,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SE,2021,310100,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SI,2012,2862,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SI,2013,2943,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SI,2014,3929,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SI,2015,3386,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SI,2016,4725,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SI,2017,4849,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SI,2018,5492,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SI,2019,5488,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SI,2020,5622,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SK,2013,43871,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SK,2014,40478,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SK,2015,41791,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SK,2016,48558,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SK,2017,44963,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SK,2018,56976,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SK,2019,54347,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,SK,2020,66848,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,TR,2013,229327,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,TR,2014,274647,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,TR,2015,328632,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,TR,2016,363513,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,TR,2017,297376,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,TR,2018,337150,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,TR,2019,287448,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,TR,2020,263071,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,TR,2021,280061,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,UK,2013,146578,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,UK,2014,129671,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,UK,2015,131483,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,UK,2016,136394,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,UK,2017,104348,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,UK,2018,124540,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C0000,T,UK,2019,129297,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,BE,2016,32001,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,BE,2017,43500,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,BE,2018,46188,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,BE,2019,46441,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,BE,2020,54492,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,BG,2013,3548,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,BG,2014,7671,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,BG,2015,5619,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,BG,2016,5943,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,BG,2017,16152,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,BG,2018,36904,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,BG,2019,48079,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,BG,2020,40061,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,CY,2013,1656,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,CY,2014,234,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,CY,2015,596,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,CY,2016,183,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,CY,2017,718,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,CY,2018,513,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,CY,2019,643,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,CY,2020,579,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,CZ,2012,58975,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,CZ,2013,62210,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,CZ,2014,63888,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,CZ,2015,65846,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,CZ,2016,64898,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,CZ,2017,70209,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,CZ,2018,77018,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,CZ,2019,88216,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,CZ,2020,98569,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,EE,2013,32720,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,EE,2014,37271,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,EE,2015,47858,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,EE,2016,45867,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,EE,2017,60147,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,EE,2018,54974,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,EE,2019,101267,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,EE,2020,98798,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,EL,2013,65602,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,EL,2014,98720,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,EL,2015,95591,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,EL,2016,109014,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,EL,2017,108681,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,EL,2018,90677,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,EL,2019,136593,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,EL,2020,144986,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,ES,2012,159214,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,ES,2013,180013,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,ES,2014,174372,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,ES,2015,177814,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,ES,2016,158801,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,ES,2017,200316,
ESTAT:ORG_CROPPRO(1.0),02/12/22 23:00:00,A,C1000,T,ES,2018,298741,
