DATAFLOW,LAST UPDATE,freq,agriprod,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,IT,2016,99073,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,IT,2017,52039,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,IT,2020,91159,p
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LT,2012,1655,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LT,2013,2798,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LT,2014,3758,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LT,2015,4060,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LT,2016,284,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LT,2017,365,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LT,2018,803,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LT,2019,1098,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LT,2020,1697,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LU,2013,135,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LU,2014,127,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LU,2015,120,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LU,2016,145,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LU,2017,150,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LU,2018,187,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LU,2019,290,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LU,2020,308,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LV,2012,3234,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LV,2013,3463,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LV,2014,2784,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LV,2015,2700,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LV,2016,1582,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LV,2017,1604,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LV,2018,1629,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LV,2019,1283,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,LV,2020,1533,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,MK,2013,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,MK,2014,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,MK,2015,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,MK,2016,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,MK,2017,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,MK,2018,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,MK,2019,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,MK,2020,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,MT,2012,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,MT,2013,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,MT,2014,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,MT,2015,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,MT,2016,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,MT,2017,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,MT,2018,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,MT,2019,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,MT,2020,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,NL,2013,12417,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,NL,2014,9750,e
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,NL,2015,8961,e
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,NL,2016,9547,e
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,NL,2017,11380,e
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,NL,2018,11976,er
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,NL,2019,13278,er
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,NL,2020,13168,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,NO,2012,2147,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,NO,2013,2381,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,NO,2014,2439,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,NO,2015,2442,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,NO,2016,2630,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,NO,2017,3013,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,NO,2018,3101,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,NO,2019,2849,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,NO,2020,3088,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,PL,2012,146,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,PL,2013,150,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,PL,2014,24,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,PL,2015,3,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,PL,2016,8,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,PL,2017,2,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,PL,2018,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,PL,2019,23,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,PL,2020,49,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,RO,2012,1,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,RO,2013,6,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,RO,2014,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,RO,2015,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,RO,2016,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,RO,2017,1,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,RO,2018,8,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,RO,2019,26,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,RO,2020,5,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,RS,2013,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,RS,2014,3,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,RS,2015,60,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,RS,2016,65,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,RS,2017,27,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,RS,2018,14,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,RS,2019,44,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,RS,2020,23,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SE,2013,23668,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SE,2014,24593,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SE,2015,25075,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SE,2016,26568,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SE,2017,26877,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SE,2018,29750,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SE,2019,30914,r
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SE,2020,30820,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SI,2012,295,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SI,2014,200,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SI,2015,152,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SI,2016,324,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SI,2017,327,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SI,2018,410,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SI,2019,330,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SI,2020,309,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SK,2012,32,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SK,2013,73,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SK,2014,137,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SK,2015,130,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SK,2016,175,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SK,2017,237,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SK,2018,66,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SK,2019,53,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,SK,2020,256,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,TR,2013,4970,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,TR,2014,2107,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,TR,2015,2605,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,TR,2016,1609,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,TR,2017,1352,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,TR,2018,1688,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,TR,2019,819,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,TR,2020,756,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,UK,2012,32200,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,UK,2013,54100,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,UK,2014,49700,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,UK,2015,46400,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,UK,2016,47200,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,UK,2017,53000,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,UK,2018,53800,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B0010,T,UK,2019,42500,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,BE,2016,918,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,BE,2017,1976,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,BE,2018,2015,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,BE,2019,2207,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,BE,2020,1877,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,BG,2012,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,BG,2014,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,BG,2015,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,BG,2016,263,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,BG,2017,152,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,BG,2018,866,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,BG,2019,140,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,BG,2020,111,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,BG,2021,105,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,CY,2012,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,CY,2013,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,CY,2019,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,CY,2020,0,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,CY,2021,0,n
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,CZ,2012,9268,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,CZ,2013,9460,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,CZ,2014,5841,r
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,CZ,2015,5938,r
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,CZ,2016,6063,r
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,CZ,2017,6027,r
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,CZ,2018,6547,r
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,CZ,2019,7095,r
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,CZ,2020,7441,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,CZ,2021,8224,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,DK,2012,5956,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,DK,2013,6226,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,DK,2014,6160,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,DK,2015,5175,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,DK,2016,5502,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,DK,2017,5764,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,DK,2018,6643,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,DK,2019,6827,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,DK,2020,7414,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,EE,2012,1083,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,EE,2013,1346,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,EE,2014,1516,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,EE,2015,1945,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,EE,2016,1853,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,EE,2017,2523,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,EE,2018,3071,
ESTAT:ORG_APROD(1.0),02/12/22 23:00:00,A,B1000,T,EE,2019,2273,
